TIME,BATT,PM_1,PM_25,PM_10
ISO 8601,%,ug/m3,ug/m3,ug/m3
Time,Battery,PM 1.0,PM 2.5,PM 10.0
2026-05-08T17:56:54Z,72,9,15,15
2026-05-08T17:58:54Z,72,12,18,18
2026-05-08T18:00:54Z,72,10,19,20
2026-05-08T18:02:54Z,72,9,15,16
2026-05-08T18:04:54Z,72,16,19,26
2026-05-08T18:06:54Z,72,11,20,31
2026-05-08T18:08:54Z,71,9,17,18
2026-05-08T18:10:54Z,72,9,13,16
2026-05-08T18:12:54Z,72,9,15,17
2026-05-08T18:14:54Z,72,6,11,13
2026-05-08T18:16:54Z,71,7,13,14
2026-05-08T18:18:54Z,71,8,12,21
2026-05-08T18:20:54Z,71,5,10,11
2026-05-08T18:22:54Z,71,9,13,16
2026-05-08T18:24:54Z,71,6,10,13
2026-05-08T18:26:54Z,71,8,15,16
2026-05-08T18:28:54Z,71,9,13,15
2026-05-08T18:30:54Z,71,8,17,27
2026-05-08T18:32:54Z,71,8,14,15
2026-05-08T18:34:54Z,71,8,12,13
2026-05-08T18:36:54Z,71,8,13,19
2026-05-08T18:38:54Z,71,8,15,17
2026-05-08T18:40:54Z,71,7,10,10
2026-05-08T18:42:54Z,71,7,10,12
2026-05-08T18:44:54Z,71,7,10,14
2026-05-08T18:46:54Z,71,5,11,11
2026-05-08T18:48:54Z,71,4,9,10
2026-05-08T18:50:54Z,71,6,11,12
2026-05-08T18:52:54Z,71,5,12,12
2026-05-08T18:54:54Z,71,5,10,11
2026-05-08T18:56:54Z,71,7,9,10
2026-05-08T18:58:54Z,71,4,10,11
2026-05-08T19:00:54Z,71,4,8,17
2026-05-08T19:02:54Z,71,5,8,10
2026-05-08T19:04:54Z,71,5,9,10
2026-05-08T19:06:54Z,71,2,6,7
2026-05-08T19:08:54Z,71,3,6,6
2026-05-08T19:10:54Z,71,2,7,10
2026-05-08T19:12:54Z,71,4,6,7
2026-05-08T19:14:54Z,71,5,9,9
2026-05-08T19:16:54Z,71,5,7,8
2026-05-08T19:18:54Z,71,5,10,11
2026-05-08T19:20:54Z,71,4,7,9
2026-05-08T19:22:54Z,71,5,7,8
2026-05-08T19:24:54Z,71,5,7,14
2026-05-08T19:26:54Z,71,1,7,11
2026-05-08T19:28:54Z,71,3,7,7
2026-05-08T19:30:54Z,71,3,8,12
2026-05-08T19:32:54Z,71,4,8,10
2026-05-08T19:34:54Z,71,4,8,9
2026-05-08T19:36:54Z,71,5,8,8
2026-05-08T19:38:54Z,70,3,9,9
2026-05-08T19:40:54Z,71,4,8,11
